ID;chromosome;Start_coord;End_coord;Blood;SC_Fat;Muscle;Gene_centric;CGI_centric;Pval;Pval_corrected
cg00534362;chr22;21335304;21335304;.892144204;.890329071;.827284247;Proximal promoter;CGI Shore;1.03E-06;1
cg00536366;chr22;40052857;40052857;.877194081;.778966047;.79314953;Gene body;Non CGI;2.64E-06;1
cg00539347;chr22;30592296;30592296;.194825937;.099456243;.397587133;Intergenic;Non CGI;8.55E-08;1
cg00539564;chr22;43254081;43254081;.909318423;.884223567;.803498144;Proximal promoter;CGI Shore;1.11E-06;1
cg00539955;chr22;44395433;44395433;.79287844;.800412746;.773432345;Proximal promoter;CGI Shelf;.109070678;0
cg00541089;chr22;50637801;50637801;.874824082;.839382697;.803547261;Gene body;CGI Shore;.001286049;0
cg00541544;chr22;39150255;39150255;.164624883;.178848702;.312083641;Gene body;CGI Shore;.000707886;0
cg00542638;chr22;20007500;20007500;.818358909;.838809017;.837709133;Proximal promoter;CGI Shore;.260642465;0
cg00543869;chr22;21387497;21387497;.846300394;.827260736;.843518881;Proximal promoter;CGI Shore;.153778836;0
cg00543991;chr22;32367038;32367038;.147953447;.155183348;.135351872;Intergenic;CpG islands;.515838744;0
cg00545295;chr22;39549491;39549491;.080467971;.09676738;.147044833;Proximal promoter;CpG islands;.034339399;0
cg00549798;chr22;40814431;40814431;.776866491;.834953315;.651357665;Gene body;CGI Shore;4.46E-09;1
cg00550928;chr22;39883190;39883190;.895776112;.606757083;.622597507;Proximal promoter;CGI Shore;1.43E-15;1
cg00550955;chr22;22012657;22012657;.774098506;.624719874;.724157788;Distal promoter;CGI Shore;6.9E-07;1
cg00552318;chr22;41633632;41633632;.1779338;.380921945;.624781156;Gene body;CpG islands;1.93E-13;1
cg00555036;chr22;16213781;16213781;.547209564;.546244626;.527518886;Intergenic;CGI Shelf;.774009338;0
cg00556408;chr22;37500588;37500588;.805300661;.739325833;.734508479;Proximal promoter;Non CGI;.014436884;0
cg00559018;chr22;42949739;42949739;.023888627;.029973441;.032083299;Proximal promoter;CpG islands;.101387847;0
cg00562151;chr22;30792888;30792888;.108504539;.09064329;.074161002;Proximal promoter;CpG islands;.002797885;0
cg00563487;chr22;39239602;39239602;.143643414;.159992864;.12790597;Proximal promoter;CpG islands;.437004803;0
cg00565075;chr22;38244893;38244893;.19724154;.211528229;.21726742;Proximal promoter;CGI Shore;.856952304;0
cg00566492;chr22;39096679;39096679;.119783609;.129780146;.089116696;Proximal promoter;CpG islands;.560274764;0
cg00567132;chr22;42337681;42337681;.799552403;.829131152;.830238683;Proximal promoter;Non CGI;.050825243;0
cg00570666;chr22;44256763;44256763;.870820203;.803277729;.649566708;Gene body;CGI Shore;1.65E-07;1
cg00573338;chr22;38479099;38479099;.70304368;.807546369;.849661273;Proximal promoter;CGI Shore;5.39E-05;0
cg00577588;chr22;39916547;39916547;.069929851;.076589534;.067216901;Proximal promoter;CpG islands;.395988448;0
cg00578437;chr22;22217249;22217249;.887133931;.890486249;.664353508;Gene body;CGI Shelf;5.59E-12;1
cg00579481;chr22;21271797;21271797;.081595357;.086292666;.091657801;Proximal promoter;CpG islands;.409852909;0
cg00580022;chr22;17639482;17639482;.161587529;.184011899;.167631437;Proximal promoter;CpG islands;.057034817;0
cg00585572;chr22;41347381;41347381;.174454955;.204875641;.149617892;Proximal promoter;CpG islands;.413954947;0
cg00587342;chr22;41983798;41983798;.558061453;.669135602;.763045456;Gene body;CGI Shore;2.34E-06;1
cg00592411;chr22;19787329;19787329;.853827058;.642151312;.639128469;Gene body;Non CGI;1.46E-09;1
cg00592593;chr22;50585197;50585197;.681951453;.461193145;.480451032;Proximal promoter;Non CGI;1.88E-09;1
cg00594278;chr22;40296407;40296407;.307221116;.721052809;.660296513;Proximal promoter;Non CGI;2.72E-08;1
cg00599402;chr22;42392772;42392772;.778652126;.815065269;.815690938;Gene body;CGI Shore;.037862204;0
cg00599410;chr22;21399663;21399663;.188884256;.168297759;.132801477;Proximal promoter;CGI Shore;.016647462;0
cg00601162;chr22;29655504;29655504;.819065129;.825840598;.840464796;Gene body;Non CGI;.247719152;0
cg00604193;chr22;19035893;19035893;.900058196;.906855145;.925014652;Proximal promoter;Non CGI;.084013105;0
cg00605038;chr22;36903287;36903287;.017565366;.018409909;.019943616;Proximal promoter;CpG islands;.700014797;0
cg00606900;chr22;50175250;50175250;.889036103;.919486961;.918976048;Proximal promoter;CGI Shelf;.023815852;0
cg00607058;chr22;31090071;31090071;.285698589;.310198723;.29509148;Proximal promoter;CGI Shore;.980148752;0
cg00608467;chr22;46546191;46546191;.041441169;.041666495;.051722294;Proximal promoter;CpG islands;.160540391;0
cg00610021;chr22;45809244;45809244;.321224347;.314641485;.389856658;Proximal promoter;CpG islands;.214951797;0
cg00611469;chr22;32024802;32024802;.79286707;.838407047;.826898794;Gene body;CGI Shore;.007325368;0
cg00615377;chr22;36236649;36236649;.194369765;.095062978;.085976355;Proximal promoter;Non CGI;.003449313;0
cg00617975;chr22;46644463;46644463;.827152796;.797659763;.809833899;Gene body;CGI Shore;.029026496;0
cg00618042;chr22;27017201;27017201;.846613927;.828531466;.838341046;Proximal promoter;Non CGI;.43695934;0
cg00618450;chr22;26565951;26565951;.153545177;.113582182;.099018875;Gene body;CpG islands;.012621489;0
cg00619097;chr22;51015371;51015371;.887310161;.913200409;.913620699;Gene body;CGI Shore;.162605461;0
cg00619188;chr22;37493456;37493456;.737259213;.612657445;.558265739;Gene body;CGI Shore;.000187727;0
cg00622682;chr22;32870857;32870857;.025936125;.024532922;.023750807;Proximal promoter;CpG islands;.909649364;0
cg00627241;chr22;29711922;29711922;.035098453;.031230389;.111681151;Proximal promoter;CpG islands;.000294812;0
cg00627837;chr22;19133638;19133638;.842727939;.896801064;.910046453;Proximal promoter;CGI Shore;.004430077;0
cg00627846;chr22;49141122;49141122;.779271198;.811445099;.764643225;Gene body;CpG islands;.027147381;0
cg00631837;chr22;45404212;45404212;.090627339;.077732118;.079845449;Gene body;CpG islands;.258463107;0
cg00633933;chr22;50280082;50280082;.982423271;.98476772;.985426017;Gene body;CpG islands;.268399533;0
cg00638073;chr22;19113955;19113955;.684882687;.657359492;.724764731;Distal promoter;CGI Shelf;.062644518;0
cg00640315;chr22;19644159;19644159;.96379295;.968762826;.963606363;Intergenic;CpG islands;.630812333;0
cg00640609;chr22;39710710;39710710;.854626948;.897918141;.897313974;Proximal promoter;Non CGI;2.41E-06;1
cg00643333;chr22;45705037;45705037;.713702032;.814682373;.893281049;Proximal promoter;CGI Shore;3.7E-05;0
cg00645731;chr22;42541494;42541494;.592908256;.588422166;.642224006;Proximal promoter;CGI Shore;.02931264;0
cg00647258;chr22;19435555;19435555;.059037992;.062465999;.059438075;Proximal promoter;CpG islands;.716416321;0
cg00650410;chr22;50463599;50463599;.87266312;.890010355;.885702854;Intergenic;CGI Shore;.213711558;0
cg00650722;chr22;19135600;19135600;.671364945;.687023276;.707699106;Distal promoter;CGI Shore;.293760858;0
cg00651185;chr22;47457016;47457016;.83083854;.94055613;.94154647;Gene body;CpG islands;7.17E-06;0
cg00651286;chr22;29196494;29196494;.022028806;.021034526;.018161649;Proximal promoter;CpG islands;.365382664;0
cg00651829;chr22;23413066;23413066;.032272481;.029983457;.028449502;Proximal promoter;CpG islands;.631232442;0
cg00663519;chr22;38483267;38483267;.893342596;.905102957;.918466658;Gene body;CGI Shore;.013302738;0
cg00664743;chr22;31300253;31300253;.909980368;.916133675;.591611699;Gene body;CGI Shore;7.31E-15;1
cg00675878;chr22;23521267;23521267;.52503377;.446224389;.461995014;Proximal promoter;CGI Shore;.001243989;0
cg00676269;chr22;46429970;46429970;.884730535;.90367732;.539741777;Intergenic;CGI Shore;1.41E-11;1
cg00682553;chr22;50720813;50720813;.766693118;.833663854;.774838794;Gene body;CpG islands;.010960219;0
cg00692279;chr22;50448934;50448934;.554608793;.553939137;.560101614;Gene body;CpG islands;.952062514;0
cg00697654;chr22;35946799;35946799;.766300232;.839377058;.864705412;Gene body;CGI Shore;3.23E-06;1
cg00704796;chr22;51064137;51064137;.850877419;.842980497;.858290825;Gene body;CGI Shore;.505526117;0
cg00711351;chr22;50689941;50689941;.117996558;.139923605;.114813701;Proximal promoter;CpG islands;.1406965;0
cg00720629;chr22;19752228;19752228;.696234187;.822189197;.869233481;Gene body;CGI Shore;4.97E-07;1
cg00721193;chr22;19966373;19966373;.758040385;.854207688;.873449303;Gene body;CGI Shore;.000166992;0
cg00723041;chr22;42304331;42304331;.502533107;.549826258;.606255877;Downstream;CGI Shore;4.82E-06;1
cg00723840;chr22;20760206;20760206;.834719273;.839605866;.858660774;Gene body;CpG islands;.104931138;0
cg00724839;chr22;39240704;39240704;.591260614;.651005471;.763486538;Proximal promoter;CGI Shore;3.52E-06;1
cg00725138;chr22;19716556;19716556;.575784481;.671279625;.520523469;Downstream;CGI Shore;2.04E-05;0
cg00725162;chr22;45018185;45018185;.50367715;.381342922;.268899425;Gene body;CGI Shore;8.28E-09;1
cg00727590;chr22;31536549;31536549;.316411412;.233089338;.165532297;Proximal promoter;Non CGI;9.47E-08;1
cg00729056;chr22;37653398;37653398;.948452982;.923395532;.887203346;Intergenic;CGI Shelf;1.87E-05;0
cg00731913;chr22;42017505;42017505;.032035942;.038137377;.04108149;Proximal promoter;CpG islands;.650487049;0
cg00733150;chr22;45705707;45705707;.166379932;.1450392;.143910095;Proximal promoter;CpG islands;.534715194;0
cg00735239;chr22;50708947;50708947;.016601829;.024841504;.016640161;Proximal promoter;CpG islands;.106169074;0
cg00740510;chr22;43811071;43811071;.553632786;.566593505;.593924029;Gene body;CGI Shelf;.726671753;0
cg00743788;chr22;50701157;50701157;.115479464;.407911662;.240445529;Proximal promoter;CGI Shore;7.81E-09;1
cg00743803;chr22;48970600;48970600;.82550259;.873944556;.891951614;Gene body;CGI Shore;3.23E-05;0
cg00745520;chr22;31504271;31504271;.698642521;.647448674;.544496558;Proximal promoter;CGI Shore;2.96E-05;0
cg00747849;chr22;19165386;19165386;.338417566;.328022629;.501852847;Gene body;CpG islands;3.86E-07;1
cg00748432;chr22;18042722;18042722;.459068344;.319018027;.160602715;Proximal promoter;Non CGI;1.1E-08;1
cg00751155;chr22;41841819;41841819;.069526706;.074623164;.078793732;Gene body;CGI Shore;.183054518;0
cg00753059;chr22;44390650;44390650;.879489317;.855814737;.85677873;Gene body;CGI Shore;.377507087;0
cg00757952;chr22;27014415;27014415;.705248426;.726102261;.806406594;Proximal promoter;Non CGI;1.29E-05;0
cg00758296;chr22;45402995;45402995;.143167934;.120378331;.129331911;Gene body;CGI Shore;.177716741;0
cg00760536;chr22;21025571;21025571;.688054019;.731260604;.773469095;Intergenic;CGI Shore;.000670084;0
cg00761973;chr22;19158872;19158872;.096157607;.102545076;.103284075;Downstream;CpG islands;.539681944;0
cg00764560;chr22;42016991;42016991;.046287629;.058955763;.041819713;Proximal promoter;CpG islands;.683635702;0
cg00769012;chr22;39776397;39776397;.907565255;.889683296;.900201835;Gene body;CGI Shore;.214209053;0
cg00771653;chr22;24111337;24111337;.670660404;.70162622;.677017179;Proximal promoter;CGI Shore;.037810817;0
cg00775172;chr22;37601268;37601268;.728257516;.78910432;.828082412;Downstream;CGI Shore;.000166731;0
cg00777622;chr22;18736149;18736149;.883512546;.899046922;.902571269;Intergenic;CGI Shore;.284197744;0
cg00784671;chr22;46762841;46762841;.562680886;.594816075;.642757554;Gene body;CpG islands;.626591435;0
cg00785112;chr22;46450059;46450059;.117611268;.062324854;.048292538;Proximal promoter;CpG islands;.003753535;0
cg00788739;chr22;31002942;31002942;.139052395;.103473167;.091282103;Proximal promoter;Non CGI;.000873026;0
cg00788760;chr22;44682494;44682494;.578962162;.437769961;.246494177;Gene body;Non CGI;1.36E-07;1
cg00790916;chr22;42080705;42080705;.752052062;.568031311;.518307184;Gene body;CGI Shelf;2.1E-08;1
cg00791190;chr22;50223573;50223573;.909726895;.956923995;.962755654;Distal promoter;CGI Shore;.009496807;0
cg00792688;chr22;43793802;43793802;.565461968;.584119365;.501343021;Intergenic;Non CGI;.008512153;0
cg00793273;chr22;46430842;46430842;.807771882;.761136522;.618755757;Downstream;CGI Shore;1.7E-05;0
cg00793954;chr22;50862027;50862027;.815167197;.769061384;.776022863;Gene body;CGI Shore;8.79E-05;0
cg00794963;chr22;44892949;44892949;.92416783;.929863002;.846084;Gene body;CpG islands;1.23E-05;0
cg00799144;chr22;31217230;31217230;.81967236;.794527569;.860537428;Gene body;CGI Shore;.0002706;0
cg00801034;chr22;43570199;43570199;.82374869;.843907306;.854173923;Gene body;CpG islands;.063536472;0
cg00801716;chr22;47074280;47074280;.641706567;.669584867;.750248572;Gene body;CGI Shore;.495696465;0
cg00802408;chr22;38349383;38349383;.05555629;.052367374;.050770469;Proximal promoter;CGI Shore;.264655136;0
cg00805441;chr22;23915440;23915440;.788529549;.806051707;.792409231;Gene body;Non CGI;.762454263;0
cg00811132;chr22;19511707;19511707;.081942224;.078124067;.084979064;Gene body;CpG islands;.513098874;0
cg00812502;chr22;19109875;19109875;.061757148;.077352915;.050000034;Proximal promoter;CpG islands;.523893562;0
cg00816224;chr22;17083482;17083482;.148947179;.10149232;.064310548;Gene body;CpG islands;.091991289;0
cg00818229;chr22;40815902;40815902;.825133977;.847279244;.861618209;Gene body;CGI Shore;.034979993;0
cg00819949;chr22;20193391;20193391;.642078517;.672753071;.66245945;Proximal promoter;Non CGI;.013868527;0
cg00820535;chr22;39852281;39852281;.61625412;.679514195;.720809691;Proximal promoter;CpG islands;.004888157;0
cg00830626;chr22;42229212;42229212;.037440731;.045810828;.044047766;Proximal promoter;CpG islands;.23619875;0
cg00831466;chr22;20795872;20795872;.856234624;.854918516;.888761034;Gene body;CGI Shelf;.022448277;0
cg00841781;chr22;51021511;51021511;.049525287;.045913123;.052783911;Proximal promoter;CpG islands;.593066713;0
cg00843278;chr22;22469842;22469842;.810979764;.829546851;.84885399;Intergenic;CpG islands;.009796291;0
cg00845219;chr22;19842449;19842449;.027756225;.026562734;.028341027;Proximal promoter;CpG islands;.95259982;0
cg00846400;chr22;36425210;36425210;.084241225;.094561805;.086283404;Proximal promoter;CpG islands;.262706006;0
cg00846968;chr22;42079313;42079313;.883643579;.898941336;.904173676;Gene body;CGI Shore;.135576372;0
cg00850821;chr22;22089417;22089417;.068110796;.083488075;.078257561;Gene body;CGI Shore;.0355399;0
cg00860359;chr22;50614626;50614626;.680895247;.641732522;.618394167;Gene body;CGI Shore;.053375368;0
cg00868187;chr22;45123972;45123972;.823197879;.8561192;.86939142;Gene body;CGI Shore;.003035665;0
cg00872677;chr22;50493126;50493126;.876907175;.899362084;.915572122;Downstream;CGI Shelf;.00026529;0
cg00874494;chr22;26828939;26828939;.829695701;.905761673;.928337211;Gene body;CGI Shore;1.15E-06;1
cg00875636;chr22;46931138;46931138;.863588588;.876056371;.884230887;Gene body;CpG islands;.17890209;0
cg00876153;chr22;29977322;29977322;.065123971;.132128223;.146137103;Proximal promoter;CGI Shore;.000152464;0
cg00884093;chr22;46932648;46932648;.164030199;.099629839;.037585697;Proximal promoter;CpG islands;.004014936;0
cg00886856;chr22;19960296;19960296;.891289711;.902090306;.916143142;Gene body;CGI Shore;.169622301;0
cg00889945;chr22;25202552;25202552;.239059103;.256683289;.281780654;Proximal promoter;CpG islands;.095925848;0
cg00900524;chr22;50354268;50354268;.032922913;.028338534;.023120855;Proximal promoter;CpG islands;.01330324;0
cg00901980;chr22;33453022;33453022;.811988319;.798402031;.750673803;Gene body;CGI Shore;.004301412;0
cg00902427;chr22;41074991;41074991;.751767045;.703133098;.388729877;Proximal promoter;Non CGI;4.21E-13;1
cg00903250;chr22;31604155;31604155;.82642718;.838244037;.625254784;Distal promoter;CGI Shelf;9.7E-08;1
cg00907283;chr22;20286454;20286454;.292064101;.258917947;.434246417;Intergenic;CpG islands;8.94E-07;1
cg00907604;chr22;32338241;32338241;.873916994;.841891112;.860247831;Gene body;CGI Shore;.000644934;0
cg00908042;chr22;43059020;43059020;.666046037;.691342069;.701759553;Intergenic;CGI Shore;.256569417;0
cg00914473;chr22;42084974;42084974;.040562062;.04207449;.052735743;Proximal promoter;CpG islands;.006376024;0
cg00919591;chr22;23524136;23524136;.182228103;.644326597;.810701404;Gene body;CpG islands;1.82E-12;1
cg00920546;chr22;41590479;41590479;.902506618;.899815891;.892042796;Intergenic;CGI Shelf;.562375561;0
cg00921237;chr22;49496760;49496760;.755499613;.540104453;.311525523;Intergenic;CGI Shore;1.14E-12;1
cg00923919;chr22;26879581;26879581;.033007718;.034832096;.03128704;Proximal promoter;CpG islands;.582320173;0
cg00924855;chr22;41458255;41458255;.7560151;.491381182;.428122804;Intergenic;CGI Shore;9.48E-11;1
cg00926267;chr22;41030561;41030561;.915449401;.714619162;.813619521;Gene body;CGI Shore;1.08E-09;1
cg00930606;chr22;31740944;31740944;.554694328;.701925449;.611536461;Gene body;CGI Shore;4.64E-05;0
cg00932510;chr22;30782804;30782804;.467723191;.308207607;.272801375;Proximal promoter;CGI Shore;4.89E-10;1
cg00933924;chr22;36903051;36903051;.05229603;.060826132;.064357403;Proximal promoter;CpG islands;.38364865;0
cg00936547;chr22;33195667;33195667;.892928994;.90707339;.880062293;Proximal promoter;CGI Shore;.127069451;0
cg00936699;chr22;20101830;20101830;.849629239;.806649823;.831266434;Gene body;CGI Shore;.001917898;0
cg00938380;chr22;47062655;47062655;.856679666;.921827647;.939671035;Gene body;CGI Shelf;.000622309;0
cg00939432;chr22;29977677;29977677;.818473605;.830134407;.833553984;Proximal promoter;CGI Shore;.876997331;0
cg00941836;chr22;27834549;27834549;.540292599;.311159047;.159640649;Intergenic;CpG islands;2.08E-05;0
cg00944541;chr22;43045525;43045525;.101690951;.110141786;.105303522;Proximal promoter;CpG islands;.498921126;0
cg00944631;chr22;20464947;20464947;.345353658;.331117794;.323429387;Distal promoter;CGI Shelf;.99159867;0
cg00946479;chr22;36903611;36903611;.864401719;.702416553;.534221989;Proximal promoter;CGI Shore;4.07E-14;1
cg00947744;chr22;50945565;50945565;.603736169;.346021047;.324430391;Proximal promoter;CGI Shore;7.9E-10;1
cg00949386;chr22;46326026;46326026;.730657492;.761512725;.779829713;Gene body;CGI Shore;.032817591;0
cg00952322;chr22;41763266;41763266;.148155644;.1101898;.083094259;Proximal promoter;Non CGI;.022551682;0
cg00958204;chr22;30869361;30869361;.804049628;.835692124;.80232406;Proximal promoter;Non CGI;.152083027;0
cg00958273;chr22;36877627;36877627;.033221428;.038781824;.044268977;Proximal promoter;Non CGI;.435424419;0
